name,WEIGHT,HEIGHT,DEPTH,WIDTH,VOLUME,RANK,id
Plastic Playhouse,45,158,140,186,4114320,5250,27939
Cake,3,20,20,15,6000,5260,585
Drawing Board,5,11,71,50,39050,5270,701
Larder Unit,20,180,56,100,1008000,5280,842
Lathe,500,150,150,150,3375000,5290,857
Wrought Iron Gate,100,100,30,150,450000,5300,1160
Chesterfield Chair,50,72,86,107,662544,5310,26135
Display Fridge,80,175,80,150,2100000,5320,26173
Marble Fire Place,60,100,60,100,600000,5330,27455
Golf Buggy,410,240,140,120,4032000,5340,782
Ski,10,5,23,29,3335,5350,1015
Toy,12,100,50,100,500000,5370,28611
Rowing Machine Split In 2,39,250,59,96,1416000,5380,458658
Closet,20,173,48,114,946656,5390,637
Hatstand,5,140,30,30,126000,5410,1330
Grandmother Clock,57,183,26,39,185562,5420,26249
Motor,40,100,80,100,800000,5430,27916
Bird Table,25,170,34,40,231200,5440,435488
Double Ottoman Bed,50,204,148,89,2687088,5450,455690
Carver Chair,5,112,47,66,347424,5470,615
Patio Heater,30,140,50,50,350000,5480,924
Steam Cleaner,5,35,35,28,34300,5490,1052
Stove,62,67,50,70,234500,5500,1061
Towbar,3,20,7,25,3500,5510,1091
Van Door,20,120,30,120,432000,5520,1119
22 Inch Tv,12,36,9,56,18144,5530,26004
Cargo Bike,20,95,30,140,399000,5540,26126
Motorcycle Exhaust,35,57,30,47,80370,5550,27917
Powered Wheelchair,10,50,50,50,125000,5560,27947
Barbell,20,10,20,50,10000,5570,530
Massage Chair,20,50,50,52,130000,5580,879
Pilates Reformer,65,75,70,63,330750,5590,937
Vending Machine,296,183,78,98,1398852,5600,1121
Water Tank,15,150,100,150,2250000,5610,1133
Instrument,15,52,14,104,75712,5620,26652
High Sleeper,102,165,130,122,2616900,5630,455688
Ride On Petrol Lawn Mower,500,110,76,186,1554960,5640,604569
12 Seater Dining Table,94,177,194,75,2575350,5650,495
Garden Pond,5,20,2,25,1000,5660,769
46 Inch Tv,24,75,33,117,289575,5670,26032
Electric Massage Couch,60,85,88,213,1593240,5680,26205
Massage Couch,16,183,86,76,1196088,5690,27458
Patio Awning,20,100,100,100,1000000,5700,27931
Blind,5,80,10,100,80000,5710,561
Car Axle,20,38,38,182,262808,5720,592
Car Hard Top,41,100,30,100,300000,5730,601
Display Board,2,1,22,32,704,5740,680
Drinks Unit,60,66,45,64,190080,5750,707
Fabric,5,10,10,200,20000,5760,728
37 Inch Tv,20,61,24,94,137616,5770,26021
Four Piece Suite,100,100,200,200,4000000,5780,26024
Bedlinen,5,78,40,54,168480,5790,26098
Gas Stove,62,67,50,70,234500,5810,26248
Ipad,10,13,26,36,12168,5820,814
Pinball Machine,136,150,190,60,1710000,5830,938
Carry Cot,23,98,90,146,1287720,5840,26128
Handrail,5,20,100,20,40000,5850,26254
Corner Display Unit,39,33,71,131,306933,5860,455664
Armoire,40,214,62,139,1844252,5870,519
Dog Guard,6,81,10,140,113400,5880,687
Engine Parts,20,40,30,35,42000,5890,721
Lounge Chair,20,76,58,61,268888,5900,869
Massage Bed,15,82,60,182,895440,5910,878
Sauna,200,195,73,100,1423500,5920,988
6Ft Snooker Table,400,81,122,213,2104866,5930,26056
Front Bumper,4,60,60,87,313200,5940,26237
Pizza Oven,80,109,80,101,880720,5950,27936
Chicken Coop And Run,60,93,70,151,983010,5960,629
Garden Shredder,10,87,51,34,150858,5970,771
Hamster Cage,16,58,38,38,83752,5980,795
Hospital Bed,150,119,42,87,434826,5990,809
Parrot Cage,2,60,60,61,219600,6000,921
Server,19,33,57,70,131670,6010,994
Car Panel,3,3,17,48,2448,6020,603
Drill,1,4,4,9,144,6030,704
Wing Chair,10,90,50,60,270000,6040,28793
Drinks Globe,9,91,51,51,236691,6050,706
Engine Block,150,40,35,30,42000,6060,720
File Box,1,28,28,35,27440,6070,731
Futon Sofa,35,113,121,54,738342,6080,762
Hamper,3,19,40,30,22800,6090,794
36 Inch Tv,19,59,23,91,123487,6100,26020
Small Fish Tank,18,40,32,27,34560,6110,28174
Urn,10,40,30,40,48000,6120,28625
Van Seat,20,84,54,36,163296,6130,28627
Mat,5,10,10,244,24400,6140,435516
Mid Sleeper,102,165,130,122,2616900,6150,455689
Garden Spade,2,102,6,21,12852,6160,674766
Gate,30,23,5,65,7475,6170,775
Longcase Clock,20,180,50,25,225000,6180,868
Playpen,11,94,76,94,671536,6190,945
Telescope,7,33,66,81,176418,6200,1079
Bass Amplifier,29,66,48,74,234432,6210,26094
Childs Toy,10,13,26,36,12168,6220,435497
Garden Fork,2,102,6,21,12852,6230,674768
Chicken Coop,60,90,64,137,789120,6240,628
Leaf Blower,2,41,30,22,27060,6250,859
Linen Press,79,94,24,49,110544,6260,864
Pa System,28,48,50,42,100800,6270,911
28 Inch Tv,15,46,15,71,48990,6280,26010
Water Pump,15,24,11,60,15840,6290,28631
Car Spoiler,11,20,135,85,229500,6300,608
Skirting Board,20,6,2,245,2940,6310,1016
Stairlift,40,100,70,70,490000,6320,1049
Belfast Sink,60,60,26,46,71760,6330,26101
American Pool Table,440,76,141,256,2743296,6350,435486
Car Battery,20,23,18,21,8694,6360,435493
Double Bass,6,43,5,33,7095,6370,692
Flower,10,15,50,15,11250,6380,749
Hot Water Cylinder,2,16,42,60,40320,6390,812
Jacket,2,2,30,40,2400,6400,816
Bicycle Frame,20,95,30,140,399000,6410,26103
Futon Bunk Bed,59,100,100,196,1960000,6420,26242
Scanner,10,13,26,36,12168,6430,435523
Car Roof,30,38,135,85,436050,6440,606
Phone,1,18,10,9,1620,6450,931
Pond Filter,4,30,49,30,44100,6460,947
Power Plate,57,152,74,64,719872,6470,954
Roller Blind,1,10,10,150,15000,6480,977
Welder,8,22,17,24,8976,6490,1137
Synthesiser,10,20,20,80,32000,6500,1342
Card Table,44,81,99,183,1467477,6510,26124
Wedding Cake,34,30,30,30,27000,6520,435541
Bandsaw,112,171,76,69,896724,6530,527
Garden Arbour,40,200,100,121,2420000,6540,766
Harp,3,97,59,27,154521,6550,798
Log Basket,1,35,30,30,31500,6560,866
20 Inch Tv,11,33,7,51,11781,6570,26002
Modular Sofa,91,88,95,213,1780680,6580,27915
Stable Door,40,209,20,100,418000,6590,28419
Dolls Pram,2,70,40,65,182000,6600,435505
Compressor,2,13,24,33,10296,6610,649
Jetski,132,106,337,124,4429528,6620,818
Power Washer,11,40,48,59,113280,6630,955
Butler Sink,60,60,26,46,71760,6640,26113
Ride On Mower,500,110,76,186,1554960,6650,606814
8 Seater Table,75,71,190,80,1079200,6660,507
Knitting Machine,2,25,15,25,9375,6670,838
21 Inch Tv,12,34,8,53,14416,6680,26003
Large Bed Base,12,207,81,50,838350,6690,26704
Lounger,8,79,60,100,474000,6700,27451
Sun Lounger,8,79,60,100,474000,6701,28425
Stainless Steel Table,45,75,60,90,405000,6710,28420
Van Roof Rack,29,183,58,94,997716,6720,28626
Four Poster Bed Frame,70,100,40,170,680000,6730,435510
Queen Size Bed Frame,28,30,150,204,918000,6731,768992
Crib Mattress,2,5,47,84,19740,6740,455651
Boots,10,13,26,36,12168,6750,572
Candy Cart,10,180,65,130,1521000,6760,589
Chainsaw,40,13,26,40,13520,6770,622
Oil Tank,30,145,61,61,539545,6780,906
Paper,10,13,26,36,12168,6790,916
Storage Heater,41,70,17,33,39270,6800,1058
Tabletop,20,20,80,120,192000,6810,1306
Tv Unit,20,51,39,51,101439,6820,756166
Dog Food,10,13,26,36,12168,6830,686
Fire Grate,10,16,26,38,15808,6840,734
Gramophone,10,26,14,14,5096,6850,785
Rotavator,76,95,48,133,606480,6860,981
Winch,40,20,16,100,32000,6870,1146
Flipchart,7,20,10,30,6000,6880,26225
Steel Bath,80,65,80,170,884000,6890,28421
Guest Bed,24,155,95,104,1531400,6900,455679
Chair Bed,25,77,32,60,147840,6910,624
Dog Run,10,100,100,200,2000000,6920,689
Fire Fender,5,145,37,150,804750,6930,733
Games Table,44,81,99,183,1467477,6940,764
Pony Cart,100,100,58,150,870000,6950,948
Pottery,1,15,22,13,4290,6960,951
Vibration Plate,40,143,75,75,804375,6970,1122
Kettlebell,40,40,40,40,64000,6980,1344
26 Inch Tv,14,43,13,66,36894,6990,26008
38 Inch Tv,20,62,25,97,150350,7000,26022
47 Inch Tv,25,77,34,119,311542,7010,26033
Cast Iron Stove,62,67,50,70,234500,7020,26131
Children Seat,19,20,73,81,118260,7030,26140
Small Single Kids Bed,10,153,99,63,954261,7040,455674
Gas Heater,15,46,56,80,206080,7050,773
Gun Cabinet,40,140,26,53,192920,7060,790
Horse Rug,1,31,2,40,2480,7070,807
Kiln,205,54,64,69,238464,7080,824
Luggage,10,82,55,35,157850,7090,873
Machine Parts,7,50,10,30,15000,7100,874
Solar Panel,21,158,5,107,84530,7110,1046
Glassdoor,60,200,10,90,180000,7120,1339
45 Inch Tv,24,74,32,114,269952,7130,26031
Hanging Chair,10,90,50,60,270000,7140,26255
Laptop Table,1,35,43,24,36120,7150,455653
Air Cooler,15,65,38,28,69160,7170,510
Bar Seat,15,100,30,30,90000,7180,529
Bull Bar,14,20,20,125,50000,7190,579
Log Splitter,52,100,70,90,630000,7200,867
Windscreen,20,80,10,140,112000,7220,1302
Firepit,20,50,70,70,245000,7230,1328
27 Inch Tv,15,44,14,69,42504,7240,26009
Counter,70,10,70,410,287000,7250,26161
Fireside Chair,10,90,50,60,270000,7260,26221
Gun Safe,50,140,30,30,126000,7270,26252
Childs Car Seat,7,65,60,45,175500,7280,435496
Workstation,30,96,91,140,1223040,7290,435542
Air Rifle,15,80,10,10,8000,7300,511
Car Body Kit,80,170,142,372,8980080,7310,594
Computer,10,80,50,50,200000,7320,650
Pump,15,24,11,60,15840,7330,961
Saw,1,7,8,26,1456,7340,989
Air Hockey Table,200,81,99,243,1948617,7350,26082
Bass Amp,29,66,48,74,234432,7360,26093
Boat Motor,70,60,60,100,360000,7370,26105
Chiller,91,95,62,130,765700,7380,26142
Single Kids Bed,53,137,163,78,1741818,7390,455683
King Ottoman Bed,58,214,162,89,3085452,7400,455692
6 Seater Table,40,76,90,140,957600,7410,505
Coffer,20,35,22,58,44660,7420,646
Lounge Unit,80,43,50,100,215000,7430,870
Newspaper Rack,40,21,39,27,22113,7440,900
Water Heater,68,25,25,13,8125,7450,1132
35 Inch Tv,19,57,22,89,111606,7460,26019
39 Inch Tv,21,64,26,99,164736,7470,26023
Poker Table,44,81,99,183,1467477,7480,27943
Trellis,25,80,4,180,57600,7490,28615
Power Tool,10,13,26,36,12168,7500,435518
Travel Cot Mattress,2,18,73,72,94608,7510,455654
Junior Bed,19,123,116,49,699132,7520,455668
Four Poster Bed & Mattress,42,195,50,160,1560000,7530,501
Book Press,10,100,40,50,200000,7540,569
Kite Buggy,6,71,37,103,270581,7550,837
Model Boat,3,50,50,100,250000,7560,890
Pedal Car,20,53,45,84,200340,7570,927
Terrarium,23,40,35,37,51800,7580,1081
Tile Cutter,4,18,13,57,13338,7590,1085
Mantelpiece,20,100,40,140,560000,7600,1304
Lantern,5,40,40,40,64000,7610,1309
Composite Door,40,209,20,100,418000,7620,26147
Counter Top,70,10,70,410,287000,7630,26162
Board Room Table,58,120,70,240,2016000,7640,563
Bonnet,10,120,20,120,288000,7650,567
Car Radiator,10,13,26,36,12168,7660,605
Snooker Cue,1,7,5,122,4270,7670,1038
Storage Seat,40,82,32,48,125952,7680,1059
Wakeboard,4,99,38,6,22572,7690,1124
Chopping Board,10,13,26,36,12168,7700,435499
Triple Futon,40,120,125,60,900000,7710,455671
Coal Scuttle,5,33,25,18,14850,7720,641
Magazine,1,25,10,22,5500,7730,875
Pew,82,114,51,165,959310,7740,930
Sleigh Bed,43,120,130,236,3681600,7750,1017
Podium,20,100,50,50,250000,7770,1316
Airbed,20,50,50,50,125000,7780,1337
34 Inch Tv,18,56,21,86,101136,7790,26018
70 Inch Tv,36,115,57,178,1166790,7800,26057
Compost,10,50,40,50,100000,7810,26148
Kindle,1,15,1,8,120,7820,26657
Scarifier,30,71,25,46,81650,7830,27967
Blu-Ray Player,10,5,40,20,4000,7840,435491
Double Storage Bed,61,198,144,105,2993760,7850,455691
King Storage Bed,67,209,159,102,3389562,7860,455693
12 Seater Table,94,177,194,75,2575350,7870,496
Dovecote,15,38,28,58,61712,7880,698
Plastic Tank,10,120,60,100,720000,7890,943
Record,10,13,26,36,12168,7900,971
Throne,40,140,80,108,1209600,7910,1311
Exterior Door,40,209,20,100,418000,7920,26213
Gutter,5,15,150,15,33750,7930,26253
Blu-Ray,1,17,1,14,238,7940,435489
Two And A Half Seater Sofa,52,91,174,84,1330056,7950,435537
Moses Basket Mattress,2,9,39,58,20358,7960,455652
Humidifier,10,60,28,28,47040,7970,813
Propeller,40,100,30,100,300000,7980,1314
Hotplate,5,10,30,50,15000,7990,1320
Displaydrinks,25,100,50,100,500000,8000,1338
Firescreen,15,80,10,30,24000,8010,1340
Anchor,50,50,50,50,125000,8020,1346
25 Inch Tv,14,41,12,64,31488,8030,26007
75 Inch Tv,39,123,62,191,1456566,8040,26062
Dolly,10,13,26,36,12168,8050,26177
Ladder Back,10,90,50,60,270000,8060,26663
Blu-Ray Cabinet,16,22,47,93,96162,8070,435490
Twin Bed,41,185,90,58,965700,8080,435536
Play Table,11,61,62,57,215574,8090,455660
Inflatable Sofa,6,20,142,172,488480,8100,455665
Small Single Divan,28,182,75,53,723450,8110,455669
Single Storage Bed,59,200,99,78,1544400,8120,455680
Inflatable Chair,2,104,81,62,522288,8130,455694
Shoe Rack,10,50,50,50,125000,8140,756203
Present,5,50,50,50,125000,8150,957
Whirlpool,80,80,80,180,1152000,8160,1143
Gondola,72,120,80,120,1152000,8170,1308
Firebasket,5,50,50,50,125000,8180,1327
63 Inch Tv,33,103,50,160,824000,8190,26049
French Chair,40,108,100,108,1166400,8200,26233
Corner Chaise,65,143,181,88,2277704,8210,455687
Car Bench Seat,15,43,45,100,193500,8220,593
Chopping Block,7,19,2,15,570,8230,632
Fire Insert,77,120,29,33,114840,8240,735
Leaflet,1,21,30,15,9450,8250,860
Marble Table,220,100,150,90,1350000,8260,877
Tack Box,6,60,60,30,108000,8270,1073
Sleigh,50,80,80,150,960000,8280,1298
Seatbox,10,50,40,50,100000,8290,1318
Vibraphone,20,110,50,100,550000,8300,1333
Extinguisher,15,50,20,15,15000,8310,1345
33 Inch Tv,18,54,20,84,90720,8320,26017
Brushcutter,30,71,25,46,81650,8330,26110
Camcorder,10,13,26,36,12168,8340,26114
Large Picture Frame,10,100,12,137,164400,8350,26981
Refectory Table,40,100,100,140,1400000,8360,27959
Screwdriver Set,10,13,26,36,12168,8370,435524
Emperor Mattress,88,23,203,207,966483,8380,455673
10 Seater Table,79,116,210,75,1827000,10720,494
14 Seater Dining Table,130,73,310,120,2715600,10730,497
14 Seater Table,130,73,310,120,2715600,10740,498
16 Seater Dining Table,135,76,370,120,3374400,10750,499
16 Seater Table,135,76,370,120,3374400,10760,500
Antique Clock,57,183,26,39,185562,10770,514
Changing Unit,25,85,46,79,308890,10780,522
Highchair,9,81,47,50,190350,10790,524
Baggage,30,55,55,25,75625,10800,526
Basin,28,85,80,62,421600,10810,532
Bean Bag,6,60,60,60,216000,10820,541
Boat Engine,70,60,60,100,360000,10830,565
Buggy,15,30,30,70,63000,10840,578
Dollhouse,5,67,56,29,108808,10850,690
Electric Guitar,6,43,5,33,7095,10860,714
Flight Case,15,33,16,46,24288,10870,747
Floor Lamp,7,158,27,27,115182,10880,748
Three Seater Settee,49,86,80,180,1238400,10890,1082
Briefcase,5,41,10,50,20500,10900,1313
Small Chandelier,20,70,70,70,343000,10910,1336
Backpack,10,80,40,50,160000,10920,1343
23 Inch Tv,13,38,10,58,22040,10930,26005
29 Inch Tv,16,48,16,74,56832,10940,26011
31 Inch Tv,17,51,18,79,72522,10950,26015
41 Inch Tv,22,67,28,104,195104,10960,26027
44 Inch Tv,23,72,31,112,249984,10970,26030
80 Inch Tv,41,131,67,203,1781731,10980,26067
85 Inch Tv,44,139,72,216,2161728,10990,26072
90 Inch Tv,46,147,77,229,2592051,11000,26077
Black Bag,5,45,45,25,50625,11010,26104
Car Roof Rack,29,183,58,94,997716,11020,26121
Crib,23,98,90,146,1287720,11030,26163
Desk Chair,10,90,50,60,270000,11040,26168
Divan Bed Base,10,180,70,135,1701000,11050,26175
Double Pram,15,30,30,70,63000,11060,26181
Double Pushchair,15,30,30,70,63000,11070,26182
Fatboy,5,80,80,80,512000,11080,26216
Small Picture Frame,5,68,9,107,65484,11090,28279
U Shaped Sofa,90,212,226,91,4359992,11100,435538
Steamer Chair,14,91,54,140,687960,11110,560944
Queensize Mattress,40,30,149,191,853770,11120,757341
One Door Cupboard,10,72,60,50,216000,11140,768662
Three Door Sideboard,35,85,38,128,413440,11150,768663
Three Drawer Cabinet,33,101,62,47,294314,11160,768664
Three Drawer Chest,32,78,45,80,280800,11170,768665
Two Door Cupboard,40,180,50,80,720000,11180,768666
Two Door Sideboard,30,80,36,100,288000,11190,768667
Two Drawer Cabinet,15,40,67,41,109880,11200,768668
Two Drawer Chest,25,65,45,55,160875,11210,768669
Two Seater Bench,14,91,66,120,720720,11220,768670
Standing Printer,68,111,65,64,461760,11230,768671
Bed,35,180,56,141,1421280,100001,479902
Box,6,46,41,46,86756,100002,574
Sofa,55,98,167,84,1374744,100003,455676
Flat Packed Wardrobe,95,188,57,159,1703844,100004,746
Rattan 2 Seater Sofa,45,95,150,90,1282500,100020,7767234
Rattan 3 Seater Sofa,70,100,180,90,1620000,100030,7767235
Rattan L Shaped Sofa,90,90,150,225,3037500,100040,7767236
Road Bike,20,95,30,140,399000,,27963
Riser Recliner Chair,100,110,100,114,1254000,,27961
Vibrogym,50,120,50,50,300000,,1325
Prambuggy,15,30,30,70,63000,,27948
Poofe,5,80,80,80,512000,,27944
Projecter Screen,5,16,12,193,37056,,435519
Plasma Tv,20,61,24,94,137616,,27937
Marquee Tent,15,100,50,50,250000,,27457
Workstations,10,100,80,140,1120000,,1332
Large Boxes,8,51,50,50,127500,,1317772
Folding Bike,20,95,30,140,399000,,26228
1 Cubic Foot,10,30,31,31,28830,,33159
Firecracker,5,30,10,5,1500,,26220
Electric Chair,10,90,50,60,270000,,26200
Drawings,4,60,4,60,14400,,26185
Dismantled Wardrobe,57,190,75,140,1995000,,26172
Cocktail Cabinet,25,180,171,178,5478840,,26145
51 Inch TV,27,84,38,130,414960,,26037
4 Seater Dining Table & Chairs,66,96,96,97,893952,,1663123
Stroller,15,30,30,70,63000,,28423
Heat Pump Tumble Dryer,50,85,60,60,306000,,768882
Computer Chair,12,70,60,60,252000,,768808
Cot Bed Headboard,10,85,8,120,81600,,768813
Double Canoe,25,40,88,430,1513600,,768828
Double Doors,45,209,30,100,627000,,768830
Emperor Size Bed,50,30,200,215,1290000,,768847
Flat Pack Table,30,6,80,120,57600,,768861
Full Dishwasher,50,90,60,60,324000,,768874
Full-Size Foldable Ping Pong Table,40,140,15,152,319200,,768877
Hand Basin,15,16,40,48,30720,,768881
Commercial Rowing Machine,60,250,59,96,1416000,,768801
Heatlight without Stand,8,12,12,48,6912,,768883
High-Backed Armchair,35,120,85,85,867000,,768886
Internal Doors,25,209,18,100,376200,,768894
Kids Piano Stool,6,50,35,35,61250,,768903
Kids Stackable Stool,8,50,45,45,101250,,768904
Kneeboard,4,7,55,132,50820,,768910
L Shape Desk,32,72,160,160,1843200,,768911
L Shaped Lounger,40,90,70,240,1512000,,768912
8 Seat And Table,90,71,190,80,1079200,,768752
0-0.99M Parasol,3,150,10,10,15000,,768672
2 Seat Wooden Bench,14,91,66,120,720720,,768691
3 Piece Furniture Set,80,100,100,100,1000000,,768704
3 Seat Wooden Bench,20,85,63,146,781830,,768706
3 Tier Bookshelf,18,100,40,60,240000,,768709
4 Seat Dining Table,28,92,89,74,605912,,768720
4 Seats And Table,50,80,130,130,1352000,,768724
6 Piece Furniture Set,180,120,240,240,6912000,,768742
Laptop Stand,5,70,50,60,210000,,768916
Aerobic Stepper,6,16,28,68,30464,,768755
Air Walker,19,135,72,104,1010880,,768757
Backless Stool,11,73,33,33,79497,,768765
Barbecue Grill,20,110,70,110,847000,,768767
Buggy Quad Bike,400,129,200,150,3870000,,768775
Childs Storage Box,15,56,56,51,159936,,768787
Coin Pusher,80,160,65,53,551200,,768796
Commercial Freezer,150,180,80,80,1152000,,768798
Roll Of Fabric,1,10,10,40,4000,,976
Upright Excercise Bike,60,130,54,100,702000,,769112
Vibration Plate without Support Handle,15,15,38,68,38760,,769116
Wide Armchair,35,90,95,95,812250,,769125
Greenhouse,80,183,200,91,3330600,,787
Hifi,7,86,40,57,196080,,804
Kids Quad,30,65,66,97,416130,,823
Massage Sofa,16,183,86,76,1196088,,880
Piano,230,135,60,155,1255500,,933
Up To 1M Long Runner,4,10,10,75,7500,,769111
Screen,5,41,3,60,7380,,991
Toybox,9,35,37,54,69930,,1095
Trampoline,150,300,190,30,1710000,,1099
Unit,7,120,52,87,542880,,1116
Washer Dryer,70,80,60,60,288000,,1129
Wedding Dress,10,50,10,80,40000,,1134
Vases,10,40,30,40,48000,,1303
Deckchairs,10,50,30,60,90000,,1322
Set Of 2 Large Tables,38,85,80,70,476000,,769006
Large Pouffe,7,48,65,65,202800,,768930
Large Section Of Carpet,8,10,10,150,15000,,768933
Long And Tall,22,65,45,75,219375,,768945
Long Dressing Table,42,70,45,180,567000,,768949
Love Sac,11,100,100,130,1300000,,768950
Marble Fireplace,128,85,6,100,51000,,768955
Pyramid Heater,22,220,50,50,550000,,768988
Queen Size Bed W Mattress,65,40,150,204,1224000,,768994
Deepfreeze,80,100,100,150,1500000,,1323
Single Grill,15,20,40,45,36000,,769028
Small Boardroom Table,61,100,145,75,1087500,,769038
Small Clay Firepit,8,70,30,30,63000,,769041
Small Storage Ottoman,6,45,40,60,108000,,769057
Spinet,60,93,45,145,606825,,769066
Spinning Bike,34,110,51,107,600270,,769067
Superking Bed Frame,35,35,180,200,1260000,,769086
Triple Canoe,15,45,80,368,1324800,,769103
Garden Gate,14,117,4,107,50076,,768
Commercial Fridge,184,83,60,70,348600,,647
Commercial Oven,40,100,200,200,4000000,,648
Computer Monitor,8,43,20,57,49020,,651
Conservatory Set,75,100,89,145,1290500,,654
Corner Sofa,91,88,95,213,1780680,,662
Decking,40,30,30,12,10800,,673
Digital Piano,40,109,109,35,415835,,676
Dining Table,80,100,100,160,1600000,,678
Double Bed And Mattress,45,180,56,141,1421280,,694
Exercise Equipment,80,140,60,127,1066800,,724
Fitness Equipment,186,193,100,137,2644100,,742
Framed Picture,3,80,4,60,19200,,757
Garden Bench,21,90,57,115,589950,,767
Carton,2,19,20,25,9500,,614
Gift,5,60,60,60,216000,,779
Hand Seat,16,92,40,49,180320,,796
Iphone,1,14,1,7,98,,815
Jacuzzi,150,231,97,213,4772691,,817
Kitchen Cabinet,30,79,20,64,101120,,830
Kitchen Unit,150,480,61,370,10833600,,835
Motorbike Parts,5,26,46,55,65780,,897
Package,5,60,50,40,120000,,912
Pouffe,15,53,45,49,116865,,953
Pushchair,10,31,93,54,155682,,963
Radio,2,18,7,15,1890,,968
Roller Shutter Door,1,7,11,15,1155,,978
Table Chair,9,52,47,92,224848,,769090
Single Kayak,20,30,65,260,507000,,769029
Single Partition,25,160,30,120,576000,,769031
Single Sofa Bed,32,80,90,180,1296000,,769032
Single Swing Seat,25,195,95,95,1759875,,769033
Small Coffee Table,22,68,92,43,269008,,769042
Small Dressing Table without Mirror,28,67,48,100,321600,,769045
Small Foldable Ping Pong Table,9,75,85,175,1115625,,769047
Stacking Chair,3,70,45,45,141750,,769070
Standard Console Table,20,73,35,53,135415,,769073
Standard Desk,20,100,70,140,980000,,769074
Standard Washing Machine,70,85,55,60,280500,,769077
Stool With Back,12,90,40,45,162000,,769079
Seat,25,88,88,179,1386176,,993
Table Top Dishwasher,20,45,50,55,123750,,769091
Tall Bookcase,28,38,95,220,794200,,769096
Tall Drinks Chiller,55,185,65,59,709475,,769097
Triple Burner,15,16,30,80,38400,,769101
Triple Burner Grill,35,30,40,75,90000,,769102
Vented Tumble Dryer,25,67,50,50,167500,,769113
Wall Mounted Shelving,10,18,18,90,29160,,769120
Wall Mounted Sink,18,28,30,52,43680,,769121
Windsurfing Board With Sail,13,280,15,80,336000,,769128
Wine Cooler Fridge,16,51,47,44,105468,,769129
Wood Burning Fireplace,90,60,35,55,115500,,769130
Camera Equipment,10,40,30,30,36000,,587
Outboard Motor,50,120,80,100,960000,,27926
Double Glazed Window,25,150,10,150,225000,,26179
Electric Cooker,80,148,60,100,888000,,26201
Electric Fire And Surround,60,100,60,100,600000,,26204
Exhaust Pipe,35,57,30,47,80370,,26211
Extractor,2,99,51,60,302940,,26214
Fire Place,60,100,60,100,600000,,26218
Flat Screen Tv,20,61,24,94,137616,,26224
Front Door,40,209,20,100,418000,,26238
Hdtv,20,61,24,94,137616,,26256
Kitchen Cupboard,30,140,68,100,952000,,26658
Longboard,2,62,152,55,518320,,27448
Mower,30,71,25,46,81650,,27919
Dismantled Shed,100,183,60,132,1449360,,26171
Pine Screen,5,41,3,60,7380,,27935
Poufe,5,80,80,80,512000,,27946
Pushbike,7,40,20,100,80000,,27953
Range Cooker,130,148,60,100,888000,,27955
Shower Enclosure,36,195,30,90,526500,,27971
Signage,10,100,50,30,150000,,27972
Three Seater Couch,60,85,88,213,1593240,,28609
Two Seater Couch,55,81,75,139,844425,,28619
Upvc Door,70,209,20,100,418000,,28623
Velux Window,20,70,10,70,49000,,28628
Wall Mirror,15,120,5,58,34800,,28629
Woodburning Stove,50,66,30,53,104940,,28796
Prop,20,140,60,60,504000,,1301
Shoes,10,13,26,36,12168,,1001
Single Bed And Mattress,30,82,198,98,1591128,,1012
Snuggler,14,60,45,80,216000,,1041
Student Belongings,40,150,150,100,2250000,,1063
Tank,30,100,100,100,1000000,,1077
Toys,12,100,50,100,500000,,1096
Trolley,55,71,40,78,221520,,1105
Tv,15,57,7,96,38304,,1108
Tv Cabinet,25,58,46,106,282808,,1109
Window,20,70,10,70,49000,,1147
Window Frame,20,70,10,70,49000,,1148
Woodburner,50,66,30,53,104940,,1154
Single Canoe,16,30,85,366,933300,,769023
Foldaway Bed,22,184,107,33,649704,,455667
