name,WEIGHT,HEIGHT,DEPTH,WIDTH,VOLUME,RANK,id
8 Seater Dining Table & Chairs,98,122,122,176,2619584,,1663136
53 Inch TV,28,87,40,135,469800,,26039
54 Inch TV,28,88,41,137,494296,,26040
Architects Plan Chest,40,78,50,51,198900,,26085
Car Part,30,40,25,60,60000,,26120
Car Tyre,10,80,30,80,192000,,26122
Computer Tower,10,80,50,50,200000,,26151
Conservatory Suite,75,100,89,145,1290500,,26153
Corner Suite,91,88,95,213,1780680,,26158
Cosmetics,20,10,10,10,1000,,26159
Desk Dresser,40,192,48,136,1253376,,26169
Commercial Dishwasher,60,85,60,59,300900,,768797
Aerobic Training Cycle,80,140,60,127,1066800,,768756
Arched Top Doors,35,240,5,110,132000,,768760
Baby Grand,270,100,160,120,1920000,,768761
Battery Mower,12,35,75,50,131250,,768770
Beach Chair,4,140,5,60,42000,,768771
Ceramic Glass Hob,13,10,49,56,27440,,768778
Chair Shaped Bean Bag,10,75,90,100,675000,,768780
Chairbed,19,80,85,80,544000,,768781
Charcoal Grill,20,110,60,75,495000,,768783
Chest On Chest,55,190,53,106,1067420,,768784
Childs Shelving Unit,40,76,90,140,957600,,768786
Chrome Hob,8,10,50,60,30000,,768790
Classic Patio Heater,25,220,40,40,352000,,768792
8 Person Table,75,71,190,80,1079200,,768751
Commercial Grill,34,23,50,73,83950,,768800
Commercial Sink,22,95,60,75,427500,,768802
Compact Dishwasher,65,85,60,60,306000,,768805
Compact Washer Dryer,65,85,60,60,306000,,768806
Compact Washing Machine,65,85,60,60,306000,,768807
Corded Electric Mower,13,35,75,50,131250,,768811
Counter Top Fridge,40,61,65,51,202215,,768815
Desk With Integrated Storage,55,140,68,150,1428000,,768820
Diesel Mower,18,35,75,50,131250,,768821
Double Bed W Mattress,75,85,200,144,2448000,,768825
Double Futon Sofa Bed,38,75,85,135,860625,,768833
Dressing Table W Mirror,35,72,48,120,414720,,768839
3 Seat Plastic Bench,15,85,63,146,781830,,768705
Double Bed,35,180,56,141,1421280,,1446559
1-1.99M Long Runner,5,10,10,150,15000,,768674
1-1.9M Parasol,3,170,10,10,17000,,768675
2 Door Sideboard,30,80,36,100,288000,,768682
2 Drawer Chest,25,65,45,55,160875,,768686
2 Oven Aga,406,85,68,98,566440,,768687
2-2.9M Parasol,8,260,10,10,26000,,768695
3 + Burner Barbecue,40,112,53,142,842912,,768697
3 Drawer Cabinet,33,101,62,47,294314,,768699
3 Drawer Cabinet with Legs,33,101,62,47,294314,,768700
3 Ft Bed Frame,20,115,205,100,2357500,,768702
3 Oven Aga,477,85,70,98,583100,,768703
Dressing Table With Drawers,32,72,48,100,345600,,768840
3-3.99M Long Runner,10,12,12,350,50400,,768710
3-3.9M Parasol,15,12,12,350,50400,,768711
4 Ft Bed Frame,25,50,200,130,1300000,,768716
4 Person Table,24,70,80,120,672000,,768718
4 Piece Furniture Set,100,100,200,200,4000000,,768719
4 Seat Wooden Bench,35,90,65,180,1053000,,768722
4-4.9M Parasol,18,18,18,450,145800,,768727
5 Piece Furniture Set,125,100,200,200,4000000,,768732
5+ Seat Bench,50,90,65,220,1287000,,768736
6 Drawer Chest,35,110,40,70,308000,,768738
6 Seat And Table,65,90,100,200,1800000,,768744
61 Keys Keyboard,8,20,40,100,80000,,768747
Petite Grand,250,100,148,142,2101600,,768979
Manual Foldaway Treadmill,21,55,49,117,315315,,768953
Meeting Chair,6,84,56,53,249312,,768957
Microwave,13,49,41,45,90405,,768958
Mini Arcade Machine,2,15,9,9,1215,,768959
Mini Chaise Longue,50,50,50,120,300000,,768960
Mini Fruit Machine,2,30,20,20,12000,,768961
Mini Motorbike,21,50,47,100,235000,,768962
Mini Quad Bike,35,50,70,90,315000,,768965
Mini Stepper,5,50,22,33,36300,,768966
Mini Tabletop,12,40,20,30,24000,,768969
Motorised Folding Treadmill,75,84,30,140,352800,,768972
Parlor Grand,315,102,147,190,2848860,,768978
Large With Storage or Drawers,28,92,89,74,605912,,768943
Portable Fridge,8,34,32,35,38080,,768982
Push Kick Scooter,4,75,10,68,51000,,768986
Queen Bed Guard,6,30,20,150,90000,,768991
Queen Size Bed Headboard,18,70,10,150,105000,,768993
Segway,47,120,65,65,507000,,769002
Semiconcert,350,110,148,211,3435080,,769005
Set Of 2 Small Tables,22,75,45,55,185625,,769007
Shelving Unit,26,175,38,100,665000,,769012
Short Breakfast Bar,20,90,50,100,450000,,769015
Side Table W Drawers,25,75,45,55,185625,,769016
Single Bed W Mattress,52,50,200,98,980000,,769020
Single Burner,2,12,25,35,10500,,769021
Hoverboard,10,20,20,60,24000,,768888
Duel-Exercise Bike,40,65,40,110,286000,,768841
Electric Bike,20,95,30,140,399000,,768842
Electric Fireplace,35,50,10,65,32500,,768843
Emperor Size Bed W Mattress,120,35,200,215,1505000,,768848
Emperor Size Mattress,75,30,200,215,1290000,,768849
Enamel Hob,10,5,50,60,15000,,768850
Extra Large Boardroom Table,160,75,150,400,4500000,,768855
Fireplace Package Suite,60,116,12,121,168432,,768860
Flatpacked Wardrobe,60,18,50,190,171000,,768862
French Door Fridge Freezer,45,175,80,90,1260000,,768873
Glazed Doors,25,209,18,100,376200,,768879
Home Office Furniture Set,100,150,150,150,3375000,,768887
Small Boxes,4,40,40,40,64000,,1317781
Hoverkart,8,30,45,100,135000,,768889
Induction Hob,8,5,50,60,15000,,768890
Integrated Top Freezer,40,120,50,50,300000,,768893
Kids Dining Chair,7,70,40,40,112000,,768897
Kids Dining Table,7,50,50,60,150000,,768898
Kingsize Bed Headboard,20,60,10,150,90000,,768908
Large Dressing Table without Mirror,37,72,52,140,524160,,768926
Large Gas Oven,85,93,60,100,558000,,768929
Large Sofa Bed,90,75,85,165,1051875,,768934
Large Steel,18,120,60,60,432000,,768935
Large Toy Chest,18,50,50,90,225000,,768940
Large Washing Machine,70,85,60,60,306000,,768942
Four Seater Settee,78,140,81,270,3061800,,754
Camping Equipment,10,100,100,100,1000000,,588
Canvas,1,90,3,120,32400,,591
Car Parts,30,40,25,60,60000,,604
Carpet,20,30,30,194,174600,,612
Clothes,10,40,40,45,72000,,638
Coat,1,63,22,50,69300,,642
Cot Bed,23,98,90,146,1287720,,664
Dress,1,4,26,30,3120,,702
Electric Piano,36,58,11,15,9570,,716
Exercise Machine,80,140,60,127,1066800,,725
Firegaurd,8,79,43,80,271760,,736
Fitted Wardrobe,40,183,45,160,1317600,,743
Wide Bookcase,20,91,35,130,414050,,769126
Grill,10,29,47,47,64061,,788
Hoover,5,29,33,49,46893,,806
Horse Saddle,13,24,28,30,20160,,808
Key,2,8,2,6,96,,821
Kingsize Bed And Mattress,55,50,190,210,1995000,,826
Kitchen Island,62,89,60,220,1174800,,831
Large Armchair,24,70,94,94,618520,,843
Love Seat,40,31,32,78,77376,,871
Mini Moto,60,71,60,116,494160,,886
Moped,82,97,71,164,1129468,,892
Motorbike,120,112,50,140,784000,,894
Motorbike Engine,39,25,42,25,26250,,895
Standing Cooker,80,148,60,100,888000,,769078
Small Gas Oven,45,90,60,50,270000,,769049
Small Pouffe,4,35,40,40,56000,,769050
Small Rowing Machine,16,52,45,170,397800,,769051
Small Rug,4,8,8,150,9600,,769052
Small Surfboard,3,183,53,5,48495,,769058
Small Toy Box,9,30,30,60,54000,,769059
Small With Storage,20,50,60,110,330000,,769063
Sofa Bean Bag,10,75,90,175,1181250,,769064
Square Side Table,10,45,55,55,136125,,769069
Stainless Steel Hob,10,5,50,60,15000,,769071
Stand Up Jet Ski,240,84,76,264,1685376,,769072
Standard Desk Chair,15,90,60,60,324000,,769075
Nursery Set,40,120,65,124,967200,,901
Stove Fireplace,50,85,8,120,81600,,769081
Stove Suite,50,85,8,120,81600,,769082
Superking Bed Headboard,20,75,10,180,135000,,769088
Superking Bed W Mattress,80,45,180,200,1620000,,769089
Table Top Fruit Machine,3,15,10,10,1500,,769092
Table W Drawers,20,73,35,53,135415,,769094
Tall And Wide Bookcase,28,140,35,100,490000,,769095
Triple Futon Mattress,10,140,9,190,239400,,769104
Triple Kayak,30,40,80,370,1184000,,769105
Triple Swing Seat,50,200,100,210,4200000,,769107
Vertical Climbing Stepper,20,210,95,70,1396500,,769114
Wall Mounted Fireplace,25,8,52,66,27456,,769119
Gas Cooker,80,148,60,100,888000,,26246
Combi Boiler,15,60,30,42,75600,,26146
Convector,3,13,40,58,30160,,26154
Dresser Top,40,192,48,136,1253376,,26186
Drinks Cabinet,25,180,171,178,5478840,,26188
Electric Oven,80,109,80,101,880720,,26208
Electric Recliner Chair,100,110,100,114,1254000,,26209
Exhaust System,35,57,30,47,80370,,26212
Flat Pack Shed,200,183,60,132,1449360,,26223
French Armoire,40,214,62,139,1844252,,26232
Fruit Machine,100,68,68,168,776832,,26239
Furniture Table,40,100,100,140,1400000,,26241
Garden Shed,200,183,60,132,1449360,,26243
Chinese Cabinet,25,180,171,178,5478840,,26143
Kitchen Worktop,70,10,70,410,287000,,26661
Mountain Bike,20,95,30,140,399000,,27918
Oil Painting,10,100,10,100,100000,,27921
One Seater Settee,33,89,45,85,340425,,27923
Patio Door,40,209,20,100,418000,,27932
Pramette,15,30,30,70,63000,,27949
Push Bike,7,40,20,100,80000,,27952
Road Bicycle,20,95,30,140,399000,,27962
Sofa Suite,100,100,200,200,4000000,,28415
Trike,30,80,36,208,599040,,28616
Upvc French Door,70,209,20,100,418000,,28624
Wash Basin,60,60,26,46,71760,,28630
Tiles,1,13,14,14,2548,,1086
Otterman,40,120,30,60,216000,,908
Oven,80,109,80,101,880720,,910
Packet,5,25,20,20,10000,,913
Picture,10,80,10,60,48000,,935
Picture Frame,1,76,10,119,90440,,936
Playstation 3,3,38,8,31,9424,,946
Rotovator,76,95,48,133,606480,,982
Settee,70,92,91,190,1590680,,995
Sofabed,60,80,100,180,1440000,,1045
Table,40,100,100,140,1400000,,1070
Table Football,40,37,60,71,157620,,1071
Tandem,28,69,20,200,276000,,1075
Small Electric Oven,15,30,40,50,60000,,769046
Towel Hanger,2,6,5,20,600,,1092
Tyre,10,80,30,80,192000,,1114
Wicker Basket,2,32,34,32,34816,,1144
Window Seat,30,70,70,200,980000,,1149
Writing Desk,3,500,10,75,375000,,1159
Doorframe,37,200,30,83,498000,,1294
Gunsafe,50,140,30,30,126000,,1329
58 Inch TV,30,95,45,147,628425,,26044
72 Inch TV,37,118,59,183,1274046,,26059
Baby High Chair,9,81,47,50,190350,,26090
Car Wheel,11,70,20,70,98000,,26123
Desk And Pedesdal,35,80,55,175,770000,,768818
Bed-Shaped Bean Bag,10,40,90,175,630000,,768772
Ceramic Hob,10,5,60,60,18000,,768779
Chaise Longue W Back,40,80,55,155,682000,,768782
Childs Bookcase,8,75,35,58,152250,,768785
Childs Storage Chest,15,56,56,51,159936,,768788
Classic Organ,60,12,36,97,41904,,768791
Clavinova,56,92,46,146,617872,,768794
Commercial Fridge Freezer,250,200,80,120,1920000,,768799
Commercial Washing Machine,60,85,60,59,300900,,768803
Compact Armchair,25,70,70,70,343000,,768804
Condenser Tumble Dryer,32,85,54,60,275400,,768810
Cupboard Doors,3,72,5,50,18000,,768816
Barbecue,12,90,68,90,550800,,768766
Double Bed Guard,4,25,15,140,52500,,768823
Double Bed Headboard,20,70,8,147,82320,,768824
Double Burner,10,10,25,53,13250,,768826
Double Cooker,80,148,60,100,888000,,768829
Double Drawer Dishwasher,50,88,60,60,316800,,768831
Double Grill,29,30,40,54,64800,,768834
Double Kayak,30,30,83,370,921300,,768835
Electric Stove,7,55,28,40,61600,,768844
Entertainment Shelving Unit,35,70,40,130,364000,,768851
External Doors,40,209,20,100,418000,,768854
Extra Large Rug,8,12,12,270,38880,,768856
Extra Large Self Standing,185,180,68,100,1224000,,768857
4 Seat Plastic Bench,20,90,65,180,1053000,,768721
10 Seat Dining Table,79,116,210,75,1827000,,768677
10+ Seat Dining Table,79,116,210,75,1827000,,768679
2 Drawer Cabinet,15,40,67,41,109880,,768683
2 Piece Furniture Set,65,100,200,200,4000000,,768688
2 Seat Plastic Bench,8,80,55,114,501600,,768690
2 Seater Bench,14,91,66,120,720720,,768692
3 Door Sideboard,35,85,38,128,413440,,768698
3 Seater Bench,22,88,62,145,791120,,768707
3 Seater Sofa,70,104,177,85,1564680,,768708
4 Drawer Cabinet,40,130,62,47,378820,,768714
4 Drawer Chest,34,85,48,74,301920,,768715
4 Oven Aga,500,90,60,110,594000,,768717
Extra Tall Trolley,20,80,35,53,148400,,768859
4-4.99M Long Runner,10,13,13,450,76050,,768726
49 Keys Keyboard,3,8,23,90,16560,,768728
5 Drawer Cabinet,32,160,30,480,2304000,,768729
5 Drawer Chest,30,110,40,70,308000,,768730
5 Ft Bed Frame,32,50,163,237,1931550,,768731
5M + Long Runner,12,18,18,550,178200,,768737
6 Piece Suite,180,150,300,300,13500000,,768743
6 Seat Dining Table,40,76,90,140,957600,,768745
6 Tier Or More Bookshelf,28,140,35,100,490000,,768746
8 Drawer Chest,22,90,38,82,280440,,768750
Altar Table,30,80,36,100,288000,,768758
Arcade Cabinet,60,160,65,53,551200,,768759
Side Table without Drawers,12,50,40,40,80000,,769017
Low Dresser,22,65,49,81,257985,,768951
Mini Table,3,12,30,60,21600,,768967
Mirrored Double Wardrobe,70,180,60,115,1242000,,768970
Motorised Fixed Treadmill,21,100,60,130,780000,,768971
Paddleboard,14,15,80,300,360000,,768976
Petrol Mower,18,35,75,50,131250,,768980
Portable Washer Dryer,10,57,36,57,116964,,768983
Recumbent or Semi-Recumbent Bike,28,145,65,127,1196975,,768997
Ride On Electric Scooter,15,60,30,120,216000,,769000
Seadoo,180,100,120,280,3360000,,769001
Set Of 4 Large Tables,75,95,95,90,812250,,769010
Short And Tall,20,70,40,45,126000,,769014
Long Console Table,20,80,35,130,364000,,768948
Single Bed Guard,3,30,5,50,7500,,769018
Single Bed Headboard,10,63,5,90,28350,,769019
Single Burner Grill,5,18,50,35,31500,,769022
Single Door,25,209,18,100,376200,,769025
Single Oven Aga,65,90,60,60,324000,,769030
Single Water Ski,4,1,7,170,1190,,769034
Ski Machine,27,230,30,150,1035000,,769035
Small Bean Bag,4,40,40,40,64000,,769037
Small Bookcase,10,90,30,90,243000,,769039
Small Cast Iron,9,70,36,36,90720,,769040
Small Coffer,30,50,45,89,200250,,769043
Small Dressing Table with Mirror,30,72,48,100,345600,,769044
Kids Kitchen Chair,8,78,45,45,157950,,768900
Foldable Scooter,4,20,10,80,16000,,768864
Foldable Table,7,5,60,90,27000,,768865
Foldaway Desk,12,70,10,60,42000,,768866
Folding Manual Treadmill,21,55,49,117,315315,,768867
Free Standing Heater,27,240,80,80,1536000,,768870
Freestanding Fruit Machine,108,180,68,71,869040,,768871
Freestanding Wine Cooler,36,82,55,55,248050,,768872
Giant Bean Bag,11,120,120,120,1728000,,768878
Glider,25,68,80,80,435200,,768880
Integrated Fridge Freezer,54,180,55,55,544500,,768892
Jet Ski,170,70,100,230,1610000,,768895
Kids Dressing Table,20,70,40,75,210000,,768899
Kingsize Bed,55,50,190,210,1995000,,1446567
Kids Kitchen Stool,5,50,40,40,80000,,768901
Kids Stool With Back,8,78,45,45,157950,,768905
Kids Study Desk or Table,10,115,60,90,621000,,768906
Kingsize Bed W Mattress,80,50,190,210,1995000,,768909
Large Boardroom Table,130,75,120,300,2700000,,768919
Large Capacity Washer Dryer,70,85,60,60,306000,,768920
Large Electric Oven,90,90,60,100,540000,,768927
Large Rug,5,10,160,244,390400,,768932
Large Trunk,25,65,64,137,569920,,768941
Long And Low,20,35,35,75,91875,,768944
Long Chaise Longue,40,80,55,175,770000,,768947
Dining Set,72,69,150,242,2504700,,677
Vibration Plate with Support Handle,18,75,38,68,193800,,769115
Virginals,15,43,20,162,139320,,769117
Wall Mounted,10,80,30,70,168000,,769118
Wardrobe-Style Cabinet,38,140,50,90,630000,,769122
Water Rower,28,50,55,210,577500,,769123
Waverunner,180,100,120,280,3360000,,769124
Windsurfing Board,8,280,10,80,224000,,769127
Wooden Fireplace,15,85,6,100,51000,,769131
Canoe,31,32,33,88,92928,,590
Car Box,5,43,45,81,156735,,597
Case,20,82,55,35,157850,,616
Clothes Display,6,190,25,73,346750,,639
Undercounter Dishwasher,34,80,50,45,180000,,769110
Divan,20,190,35,135,897750,,683
Dryer,46,96,73,68,476544,,710
Engine,150,71,50,76,269800,,719
Flat Pack Furniture,35,60,40,90,216000,,744
Garden Statue,40,120,38,61,278160,,772
Gym Equipment,140,125,125,125,1953125,,791
Hot Tub Cover,30,100,76,120,912000,,811
Keyboard,1,15,3,41,1845,,822
Kitchen Work Top,45,30,64,186,357120,,836
Large Bookcase,30,202,80,80,1292800,,844
Painting,4,60,4,60,14400,,914
Parts,20,60,60,60,216000,,922
Spin Tumble Dryer,10,65,35,35,79625,,769065
Single Cooker,80,148,60,100,888000,,769024
Single Drawer Dishwasher,30,40,60,60,144000,,769026
Single Futon Mattress,12,12,76,191,174192,,769027
Small Barbecue,10,42,36,46,69552,,769036
Small Footstool,5,20,25,40,20000,,769048
Small Section Of Carpet,8,10,10,100,10000,,769053
Small Single Bed W Mattress,50,40,75,190,570000,,769054
Small Steel,8,85,42,42,149940,,769055
Small Storage Box,2,35,30,30,31500,,769056
Small Toy Chest,9,30,30,60,54000,,769060
Small Trunk,20,56,56,51,159936,,769061
Small Unfoldable Ping Pong Table,9,75,85,175,1115625,,769062
Ping Pong Table,88,79,40,153,483480,,939
Standard Washer Dryer,60,85,55,60,280500,,769076
Storage Chest,20,56,56,51,159936,,769080
Sun Lounger Shape,60,109,203,84,1858668,,769083
Sunlounger,8,79,60,100,474000,,769084
Super Long Console Table,20,80,35,160,448000,,769085
Superking Bed Guard,10,35,30,180,189000,,769087
Table Top or Mini Freezer,15,50,50,45,112500,,769093
Tall or Larder Fridge,56,143,58,55,456170,,769098
Trial Bike,70,110,85,200,1870000,,769100
Triple Partition,32,160,30,360,1728000,,769106
Trunk Chest,25,65,64,137,569920,,769108
Under Counter Wine Cooler,36,82,55,55,248050,,769109
Outdoor Chairs,5,70,50,50,175000,,27927
Conservatory Furniture,75,100,89,145,1290500,,26152
Cycle,20,95,30,140,399000,,26167
Electric Massage Settee,60,85,88,213,1593240,,26206
Electric Massage Sofa,60,85,88,213,1593240,,26207
Flooring,15,95,80,105,798000,,26226
Footstall,22,32,44,50,70400,,26230
Hydroponics,3,30,10,5,1500,,26650
Industrial Sewing Machine,17,74,49,50,181300,,26651
Kettlebells,40,60,60,50,180000,,26653
Lounge Suite,100,100,200,200,4000000,,27450
Macbook,3,2,27,43,2322,,27452
Marquee Party Tent,15,100,50,50,250000,,27456
Computer Desk,20,100,93,140,1302000,,26150
Painted Screen,5,41,3,60,7380,,27930
Play House,45,158,140,186,4114320,,27940
Playstation 4,3,38,8,31,9424,,27942
Recliner Chair,100,110,100,114,1254000,,27957
Reclining Chair,100,110,100,114,1254000,,27958
Refrigrator,80,140,80,150,1680000,,27960
Roll Of Carpet,20,30,30,194,174600,,27964
Running Machine,150,148,120,140,2486400,,27966
Spinning Wheel,2,32,22,28,19712,,28418
Storage Cabinet,25,180,171,178,5478840,,28422
Swivel Chair,10,90,50,60,270000,,28426
Television,20,61,24,94,137616,,28608
Floorsaw,10,50,50,50,125000,,1331
Quad,37,92,62,64,365056,,964
Sofa Set,100,100,200,200,4000000,,1044
Steel Table,45,75,60,90,405000,,1053
Tool Chest,1,34,39,65,86190,,1089
Tree,70,100,150,50,750000,,1101
Two Seater Settee,55,85,45,150,573750,,1111
Wall Clock,1,23,10,50,11500,,1126
Worktop,70,10,70,410,287000,,1158
Trollys,10,98,100,46,450800,,1295
Stairmaster,50,140,120,80,1344000,,1315
Computerprinterscanner,5,50,50,50,125000,,1321
Paintbox,5,50,50,50,125000,,1324
Short And Low,10,40,40,45,72000,,769013
Moter,40,100,80,100,800000,,1341
"Television (Greater Than 60"")",50,80,35,114,319200,,435533
6 Seater Dining Table & Chairs,76,110,110,140,1694000,,1663126
52 Inch TV,27,85,39,132,437580,,26038
57 Inch TV,30,93,44,145,593340,,26043
59 Inch TV,31,97,46,150,669300,,26045
78 Inch TV,40,128,65,198,1647360,,26065
79 Inch TV,41,129,66,201,1711314,,26066
Canvas Painting,4,60,4,60,14400,,26115
Car Exhaust,35,57,30,47,80370,,26116
Carpet Roll,20,30,30,194,174600,,26127
Computer Cabinet,25,180,171,178,5478840,,26149
Coffer Chest,40,60,60,100,360000,,768795
88 Keys Keyboard,7,15,28,130,54600,,768754
Back-Panelled Coffer,25,75,22,58,95700,,768762
Backless 2 Seater,30,45,35,150,236250,,768763
Backless Chaise Longue,60,109,203,84,1858668,,768764
Barrel Barbecue,12,90,55,80,396000,,768768
Bartop Arcade Machine,20,65,60,65,253500,,768769
Bedside Table without Drawers,12,50,40,40,80000,,768773
Bmx Bike,15,115,63,95,688275,,768774
Bunk Bed W Mattress,70,175,100,200,3500000,,768776
Bunkbed Frame,45,150,100,200,3000000,,768777
Childs Wall Shelving,8,18,18,90,29160,,768789
Clavicytherium,100,250,50,100,1250000,,768793
8 Seat Dining Table,75,71,190,80,1079200,,768753
Concert Grand,480,110,156,274,4701840,,768809
Cot Bed W Mattress,18,85,66,120,673200,,768814
Curved Bench,35,90,180,180,2916000,,768817
Desk Divider,5,4,40,120,19200,,768819
Double Burner Grill,8,12,40,60,28800,,768827
Double Futon Mattress,25,10,80,180,144000,,768832
Double Partition,25,160,30,240,1152000,,768836
Double Sofa Bed,40,70,70,150,735000,,768837
Double Swing Seat,38,130,75,135,1316250,,768838
Electrical Organ,110,135,90,125,1518750,,768845
Ellipitcal Cross Trainer,40,165,60,149,1475100,,768846
Excercise Bike,80,140,60,127,1066800,,768852
3 Drawer Chest,32,78,45,80,280800,,768701
Single Bed,22,50,90,180,810000,,1446561
1 Door Cupboard,10,72,60,50,216000,,768673
10 Seat And Table,79,116,210,75,1827000,,768676
10+ Person Table,155,280,75,95,1995000,,768678
12 Seat And Table,250,78,270,100,2106000,,768680
2 Door Cupboard,40,180,50,80,720000,,768681
2 Drawer Cabinet with Legs,16,48,67,41,131856,,768684
2 Drawer Cabinet without Legs,15,40,67,41,109880,,768685
2 Piece Suite,65,100,200,200,4000000,,768689
2 Seats And Table,15,75,75,75,421875,,768693
2-2.99M Long Runner,10,12,12,250,36000,,768694
2-In-1 Elliptical & Bike,28,144,60,115,993600,,768696
Executive Office Chair,18,57,60,100,342000,,768853
32 Keys Keyboard,3,9,25,60,13500,,768712
4 Burner Grill,40,112,53,142,842912,,768713
4 Seater Sofa,50,98,90,242,2134440,,768723
4 Tier Bookshelf,25,85,38,185,597550,,768725
5 Piece Suite,160,100,200,200,4000000,,768733
5 Tier Bookshelf,18,180,30,60,324000,,768734
5-5.9M Parasol,20,20,20,550,220000,,768735
6 Drawer Or More Cabinet,60,90,53,53,252810,,768739
6 Ft Bed Frame,35,30,200,180,1080000,,768740
6 Person Table,61,100,145,75,1087500,,768741
6M Parasol Or Larger,30,30,30,600,540000,,768748
76 Keys Keyboard,6,20,36,115,82800,,768749
Portable Washing Machine,10,45,35,35,55125,,768984
Long Breakfast Bar,25,90,45,150,607500,,768946
Manual Fixed Treadmill,20,120,120,60,864000,,768952
Manual Mower,9,25,55,45,61875,,768954
Medium Grand,270,100,175,120,2100000,,768956
Mini Petrol Scooter,22,50,25,105,131250,,768963
Mini Pinball Machine,2,10,25,60,15000,,768964
Mini Wine Cooler,9,60,45,30,81000,,768968
Office Swivel Chair,10,70,50,60,210000,,768973
Ottavino,15,20,40,60,48000,,768974
Paddle Board,14,10,76,280,212800,,768975
Pair Of Water Skis,8,4,7,170,4760,,768977
Portable Fireplace,6,54,25,43,58050,,768981
Large Toy Box,14,50,50,80,200000,,768939
Pure Cross Trainer,40,165,60,149,1475100,,768985
Push Scooter,4,75,10,80,60000,,768987
Quadruple Partition,18,180,30,60,324000,,768989
Quadruple Swing Seat,65,200,100,250,5000000,,768990
Racer Bike,10,110,40,200,880000,,768995
Regular Petrol Scooter,32,60,30,120,216000,,768998
Removable Top Table,40,76,90,140,957600,,768999
Self-Standing,160,150,60,80,720000,,769003
Self-Standing Arcade Machine,100,160,65,53,551200,,769004
Set Of 3 Large Tables,50,85,85,75,541875,,769008
Set Of 3 Small Tables,15,45,40,45,81000,,769009
Set Of 4 Small Tables,20,60,50,60,180000,,769011
Land Windsurf Board,12,20,21,98,41160,,768915
Extra Long Trolley,18,85,40,85,289000,,768858
Foldable Desk,12,70,10,60,42000,,768863
Folding Rowing Machine,26,120,75,53,477000,,768868
Full Size Unfoldable Ping Pong Table,40,100,152,274,4164800,,768875
High Sleeper Bed Frame,38,150,100,200,3000000,,768884
High Sleeper Frame,38,150,100,200,3000000,,768885
Inflatable Board,12,15,88,320,422400,,768891
Kids Bar Stool,5,50,40,40,80000,,768896
Kids Office-Style Chair,30,82,53,53,230338,,768902
King Bed Guard,8,30,25,170,127500,,768907
L-Shaped Bench,40,90,70,240,1512000,,768913
L-Shaped Desk,32,72,160,160,1843200,,768914
Medium Boxes,6,45,45,45,91125,,1317778
Large Barbecue,28,140,55,120,924000,,768917
Large Bean Bag,8,80,80,80,512000,,768918
Large Cast Iron,12,122,42,42,215208,,768921
Large Clay Firepit,35,125,65,55,446875,,768922
Large Coffee Table,25,75,100,55,412500,,768923
Large Coffer,20,35,22,58,44660,,768924
Large Dressing Table with Mirror,38,75,52,140,546000,,768925
Large Footstool,8,25,36,50,45000,,768928
Large Rattan Sofa,38,90,95,150,1282500,,768931
Large Storage Cabinet,30,95,62,47,276830,,768936
Large Storage Ottoman,10,45,98,43,189630,,768937
Large Surfboard,7,10,55,274,150700,,768938